ORI,PUB_AGENCY_NAME,AGENCY_TYPE_NAME,STATE_ABBR
CA0410100,Atherton,City,CA
CA0410200,Belmont,City,CA
CA0410300,Brisbane,City,CA
CA0410400,Burlingame,City,CA
CA0410500,Colma,City,CA
CA0410600,Daly City,City,CA
CA0410700,Half Moon Bay,City,CA
CA0410800,Hillsborough,City,CA
CA0410900,Menlo Park,City,CA
CA0411000,Millbrae,City,CA
CA0411100,Pacifica,City,CA
CA0411300,Redwood City,City,CA
CA0411400,San Bruno,City,CA
CA0411500,San Carlos,City,CA
CA0411600,San Mateo,City,CA
CA0411700,South San Francisco,City,CA
CA0412000,Foster City,City,CA
CA0412300,San Francisco Bay Area Rapid Transit:,Other,CA
CA0412700,East Palo Alto,City,CA
CA0420000,Santa Barbara,County,CA
CA0420100,Guadalupe,City,CA
CA0420200,Lompoc,City,CA
CA0420300,Santa Barbara,City,CA
CA0420400,Santa Maria,City,CA
CA0420500,Carpinteria,City,CA
CA0421000,Solvang,City,CA
CA0421100,Allan Hancock College,University or College,CA
CA0421200,Buellton,City,CA
CA042140X,Goleta,City,CA
CA0429700,University of California:,University or College,CA
CA0430000,Santa Clara,County,CA
CA0430200,Campbell,City,CA
CA0430300,Cupertino,City,CA
CA0430400,Gilroy,City,CA
CA0430500,Los Altos,City,CA
CA0430600,Los Altos Hills,City,CA
CA0430700,Los Gatos,City,CA
CA0430800,Milpitas,City,CA
CA0431000,Morgan Hill,City,CA
CA0431100,Mountain View,City,CA
CA0431200,Palo Alto,City,CA
CA0431300,San Jose,City,CA
CA0431400,Santa Clara,City,CA
CA0431500,Saratoga,City,CA
CA0431600,Sunnyvale,City,CA
CA0431700,California State University:,University or College,CA
CA0432000,San Jose/Evergreen Community College,University or College,CA
CA043210X,West Valley-Mission College,University or College,CA
CA0432700,Foothill-De Anza College,University or College,CA
CA043950X,Santa Clara Transit District,Other,CA
CA0440000,Santa Cruz,County,CA
CA0440100,Capitola,City,CA
CA0440200,Santa Cruz,City,CA
CA0440300,Watsonville,City,CA
CA0440400,Scotts Valley,City,CA
CA0440800,Department of Parks and Recreation:,Other State Agency,CA
CA0449700,University of California:,University or College,CA
CA0450000,Shasta,County,CA
CA0450100,Anderson,City,CA
CA0450200,Redding,City,CA
CA0470600,Mount Shasta,City,CA
CA0470800,Weed,City,CA
CA0470900,Yreka,City,CA
CA0480000,Solano,County,CA
CA0480100,Benicia,City,CA
CA0480200,Dixon,City,CA
CA0480300,Fairfield,City,CA
CA0480400,Rio Vista,City,CA
CA0480500,Suisun City,City,CA
CA0480600,Vacaville,City,CA
CA0480700,Vallejo,City,CA
CA0481300,Solano Community College,University or College,CA
CA0490000,Sonoma,County,CA
CA0490100,Cloverdale,City,CA
CA049015M,Sonoma Developmental Center,Other State Agency,CA
CA0490200,Cotati,City,CA
CA0490300,Healdsburg,City,CA
CA0490400,Rohnert Park,City,CA
CA0490500,Santa Rosa,City,CA
CA0490600,Sebastopol,City,CA
CA0490700,Sonoma,City,CA
CA0490800,Petaluma,City,CA
CA0490900,Sonoma State University,University or College,CA
CA0491400,Sonoma County Junior College,University or College,CA
CA049150X,Windsor,City,CA
CA0500000,Stanislaus,County,CA
CA0500100,Ceres,City,CA
CA0500200,Modesto,City,CA
CA0500300,Newman,City,CA
CA0500400,Oakdale,City,CA
CA0500500,Patterson,City,CA
CA0500600,Riverbank,City,CA
CA0500700,Turlock,City,CA
CA0500800,Waterford,City,CA
CA0500900,Hughson,City,CA
CA0501000,California State University:,University or College,CA
CA0510000,Sutter,County,CA
CA0510200,Yuba City,City,CA
CA0520000,Tehama,County,CA
CA0520100,Corning,City,CA
CA0520200,Red Bluff,City,CA
CA0530000,Trinity,County,CA
CA0540000,Tulare,County,CA
CA0540100,Dinuba,City,CA
CA0540300,Farmersville,City,CA
CA0540400,Lindsay,City,CA
CA0540500,Porterville,City,CA
CA0540600,Tulare,City,CA
CA0540700,Visalia,City,CA
CA0540800,Woodlake,City,CA
CA0550000,Tuolumne,County,CA
CA0550100,Sonora,City,CA
CA0560000,Ventura,County,CA
CA0560100,Camarillo,City,CA
CA0560200,Fillmore,City,CA
CA0560300,Ojai,City,CA
CA0560400,Oxnard,City,CA
CA0560500,Port Hueneme,City,CA
CA0560600,Santa Paula,City,CA
CA0560700,Thousand Oaks,City,CA
CA0560800,Ventura,City,CA
CA0560900,Simi Valley,City,CA
CA056140X,Moorpark,City,CA
CA0562200,California State University:,University or College,CA
CA056800X,Ventura County Community College District,University or College,CA
CA0570000,Yolo,County,CA
CA0570100,Davis,City,CA
CA0570300,Woodland,City,CA
CA0570400,West Sacramento,City,CA
CA0579700,University of California:,University or College,CA
CA0580000,Yuba,County,CA
CA0580100,Marysville,City,CA
CA0580200,Wheatland,City,CA
CAFBILA00,Federal Bureau of Investigation,Federal,CA
CAFBISC00,Federal Bureau of Investigation,Federal,CA
CAFBISD00,Federal Bureau of Investigation,Federal,FS
CAFBISF00,Federal Bureau of Investigation,Federal,CA
CO0010000,Adams,County,CO
CO0010100,Aurora,City,CO
CO0010200,Brighton,City,CO
CO0010300,Commerce City,City,CO
CO0010400,Thornton,City,CO
CO0010500,Westminster,City,CO
CO0010600,Northglenn,City,CO
CO0010800,Federal Heights,City,CO
CO0020000,Alamosa,County,CO
CO0020100,Alamosa,City,CO
CO0030000,Arapahoe,County,CO
CO0030100,Englewood,City,CO
CO0030200,Littleton,City,CO
CO0030300,Sheridan,City,CO
CO0030400,Glendale,City,CO
CO0030700,Greenwood Village,City,CO
CO0030900,Arapahoe Community College,University or College,CO
CO0031100,Centennial,City,CO
CO0031200,Chatfield State Park,Other State Agency,CO
CO0040000,Archuleta,County,CO
CO0040100,Pagosa Springs,City,CO
CO0050000,Baca,County,CO
CO0060000,Bent,County,CO
CO0060100,Las Animas,City,CO
CO0070000,Boulder,County,CO
CO0070100,Boulder,City,CO
CO0070200,Broomfield,City,CO
CO0070300,Lafayette,City,CO
CO0070400,Longmont,City,CO
CO0070500,University of Colorado:,University or College,CO
CO0070600,Louisville,City,CO
CO0070800,Nederland,City,CO
CO0080000,Chaffee,County,CO
CO0080100,Buena Vista,City,CO
CO0080200,Salida,City,CO
CO0090000,Cheyenne,County,CO
CO0100000,Clear Creek,County,CO
CO0100100,Idaho Springs,City,CO
CO0130000,Crowley,County,CO
CO0140000,Custer,County,CO
CO0150100,Delta,City,CO
CO0150300,Hotchkiss,City,CO
CO0160200,Auraria Higher Education Center,University or College,CO
CO0160400,University of Colorado:,University or College,CO
CO0180000,Douglas,County,CO
CO0180100,Castle Rock,City,CO
CO0180500,Parker,City,CO
CO0180600,Colorado Division of Parks and Recreation Law Enforcement,Other State Agency,CO
CO0180700,Lone Tree,City,CO
CO0190000,Eagle,County,CO
CO0190100,Vail,City,CO
CO0190400,Basalt,City,CO
CO0190600,Avon,City,CO
CO0200000,Elbert,County,CO
CO0200100,Elizabeth,City,CO
CO0210000,El Paso,County,CO
CO0210100,Colorado Springs,City,CO
CO0210200,Fountain,City,CO
CO0210300,Manitou Springs,City,CO
CO0210400,University of Colorado:,University or College,CO
CO0210500,Pikes Peak Community College,University or College,CO
CO0210600,Palmer Lake,City,CO
CO0210700,Monument,City,CO
CO0220000,Fremont,County,CO
CO0220100,Canon City,City,CO
CO0220200,Florence,City,CO
CO0230000,Garfield,County,CO
CO0230100,Glenwood Springs,City,CO
CO0230200,Parachute,City,CO
CO0230300,Rifle,City,CO
CO0230400,Carbondale,City,CO
CO0230500,Silt,City,CO
CO0230600,New Castle,City,CO
CO0240000,Gilpin,County,CO
CO0240100,Central City,City,CO
CO0240200,Black Hawk,City,CO
CO0250400,Fraser/Winter Park,City,CO
CO0260100,Gunnison,City,CO
CO0260200,Mount Crested Butte,City,CO
CO0260300,Crested Butte,City,CO
CO0280000,Huerfano,County,CO
CO0280100,Walsenburg,City,CO
CO0300000,Jefferson,County,CO
CO0300100,Arvada,City,CO
CO0300200,Golden,City,CO
CO0300300,Edgewater,City,CO
CO0300400,Lakewood,City,CO
CO0300500,Wheat Ridge,City,CO
CO0300600,Lakeside,City,CO
CO0300800,Colorado School of Mines,University or College,CO
CO0300900,Mountain View,City,CO
CO0301000,Red Rocks Community College,University or College,CO
CO0320000,Kit Carson,County,CO
CO0320100,Burlington,City,CO
CO0330000,Lake,County,CO
CO0330100,Leadville,City,CO
CO0340000,La Plata,County,CO
CO0340100,Durango,City,CO
CO034019E,Fort Lewis College,University or College,CO
CO0350000,Larimer,County,CO
CO0350100,Berthoud,City,CO
CO0350200,Estes Park,City,CO
CO0350300,Fort Collins,City,CO
CO0350400,Loveland,City,CO
CO0350500,Colorado State University:,University or College,CO
CO0351000,Timnath,City,CO
CO0360000,Las Animas,County,CO
CO0360100,Trinidad,City,CO
CO0370000,Lincoln,County,CO
CO0380000,Logan,County,CO
CO0380100,Sterling,City,CO
CO0390000,Mesa,County,CO
CO0390100,Grand Junction,City,CO
CO0390200,Fruita,City,CO
CO0390300,Palisade,City,CO
CO0390800,Colorado Mesa University,University or College,CO
CO0410000,Moffat,County,CO
CO0410100,Craig,City,CO
CO0420000,Montezuma,County,CO
CO0420100,Cortez,City,CO
CO0420200,Mancos,City,CO
CO0430000,Montrose,County,CO
CO0430100,Montrose,City,CO
CO0440000,Morgan,County,CO
CO0440200,Fort Morgan,City,CO
CO0440300,Wiggins,City,CO
CO0450000,Otero,County,CO
CO0450100,La Junta,City,CO
CO0470000,Park,County,CO
CO0490000,Pitkin,County,CO
CO0490100,Aspen,City,CO
CO0490200,Snowmass Village,City,CO
CO0510000,Pueblo,County,CO
CO0510100,Pueblo,City,CO
CO0510200,Colorado Mental Health Institute,Other State Agency,CO
CO0510300,Colorado State University:,University or College,CO
CO0520000,Rio Blanco,County,CO
CO0520100,Meeker,City,CO
CO0520200,Rangely,City,CO
CO0540000,Routt,County,CO
CO0540100,Steamboat Springs,City,CO
CO0550000,Saguache,County,CO
CO0550100,Center,City,CO
CO0560000,San Juan,County,CO
CO0570000,San Miguel,County,CO
CO0570100,Telluride,City,CO
CO0580000,Sedgwick,County,CO
CO0590000,Summit,County,CO
CO0590100,Breckenridge,City,CO
CO0590200,Dillon,City,CO
CO0590300,Silverthorne,City,CO
CO0590400,Frisco,City,CO
CO0600000,Teller,County,CO
CO0600100,Woodland Park,City,CO
CO0600200,Cripple Creek,City,CO
CO0610000,Washington,County,CO
CO0620000,Weld,County,CO
CO0620100,Fort Lupton,City,CO
CO0620200,Greeley,City,CO
CO0620300,Eaton,City,CO
CO0620400,Evans,City,CO
CO0620600,Windsor,City,CO
CO0620700,Erie,City,CO
CO0620800,Dacono,City,CO
CO0620900,Kersey,City,CO
CO0621000,Johnstown,City,CO
CO0621200,Ault,City,CO
CO0621600,University of Northern Colorado,University or College,CO
CO0621700,Frederick,City,CO
CO0621800,Firestone,City,CO
CO0622400,Hudson,City,CO
CO0630000,Yuma,County,CO
CO0630200,Yuma,City,CO
CO0640100,Broomfield,City,CO
COCSP0000,State Patrol,State Police,CO
CODPD0000,Denver,City,CO
COFBIDN00,Federal Bureau of Investigation,Federal,FS
CT0000200,Ansonia,City,CT
CT0000400,Avon,City,CT
CT0000700,Berlin,City,CT
CT0000900,Bethel,City,CT
CT0001100,Bloomfield,City,CT
CT0001400,Branford,City,CT
CT0001500,Bridgeport,City,CT
CT0001700,Bristol,City,CT
CT0001800,Brookfield,City,CT
CT0002300,Canton,City,CT
CT0002500,Cheshire,City,CT
CT0002700,Clinton,City,CT
CT0003200,Coventry,City,CT
CT0003300,Cromwell,City,CT
CT0003400,Danbury,City,CT
CT0003500,Darien,City,CT
CT0003700,Derby,City,CT
CT0004200,East Hampton,City,CT
CT0004300,East Hartford,City,CT
CT0004400,East Haven,City,CT
CT0004500,East Lyme,City,CT
CT0004600,Easton,City,CT
CT0004700,East Windsor,City,CT
CT0004900,Enfield,City,CT
CT0005100,Fairfield,City,CT
CT0005200,Farmington,City,CT
CT0005400,Glastonbury,City,CT
CT0005600,Granby,City,CT
CT0005700,Greenwich,City,CT
CT0005900,Groton,City,CT
CT0006000,Guilford,City,CT
CT0006200,Hamden,City,CT
CT0006400,Hartford,City,CT
CT0007200,Ledyard,City,CT
CT0007600,Madison,City,CT
CT0007700,Manchester,City,CT
CT0008000,Meriden,City,CT
CT0008100,Middlebury,City,CT
CT0008300,Middletown,City,CT
CT0008400,Milford,City,CT
CT0008500,Monroe,City,CT
CT0008800,Naugatuck,City,CT
CT0008900,New Britain,City,CT
CT0009000,New Canaan,City,CT
CT0009300,New Haven,City,CT
CT0009400,Newington,City,CT
CT0009500,New London,City,CT
CT0009600,New Milford,City,CT
CT0009700,Newtown,City,CT
CT0009900,North Branford,City,CT
CT0010100,North Haven,City,CT
CT0010300,Norwalk,City,CT
CT0010400,Norwich,City,CT
CT0010600,Old Saybrook,City,CT
CT0010700,Orange,City,CT
CT0010900,Plainfield,City,CT
CT0011000,Plainville,City,CT
CT0011100,Plymouth,City,CT
CT0011600,Putnam,City,CT
CT0011700,Redding,City,CT
CT0011800,Ridgefield,City,CT
CT0011900,Rocky Hill,City,CT
CT0012400,Seymour,City,CT
CT0012600,Shelton,City,CT
CT0012800,Simsbury,City,CT
CT0013100,Southington,City,CT
CT0013200,South Windsor,City,CT
CT0013500,Stamford,City,CT
CT0013700,Stonington,City,CT
CT0013800,Stratford,City,CT
CT0013900,Suffield,City,CT
CT0014000,Thomaston,City,CT
CT0014300,Torrington,City,CT
CT0014400,Trumbull,City,CT
CT0014600,Vernon,City,CT
CT0014800,Wallingford,City,CT
CT0015100,Waterbury,City,CT
CT0015200,Waterford,City,CT
CT0015300,Watertown,City,CT
CT0015500,West Hartford,City,CT
CT0015600,West Haven,City,CT
CT0015700,Weston,City,CT
CT0015800,Westport,City,CT
CT0015900,Wethersfield,City,CT
CT0016100,Wilton,City,CT
CT0016200,Winchester,City,CT
CT0016300,Willimantic,City,CT
CT0016400,Windsor,City,CT
CT0016500,Windsor Locks,City,CT
CT0016600,Wolcott,City,CT
CT0016700,Woodbridge,City,CT
CT001690X,Yale University,University or College,CT
CT0017000,University of Connecticut:,University or College,CT
CT0018500,Metropolitan Transportation Authority,Other,CT
CT0019000,Central Connecticut State University,University or College,CT
CT0019100,Eastern Connecticut State University,University or College,CT
CT0019200,University of Connecticut:,University or College,CT
CT0019300,Western Connecticut State University,University or College,CT
CT0019400,Southern Connecticut State University,University or College,CT
CT0020000,State Capitol Police,Other State Agency,CT
CT00A5900,Groton Town,City,CT
CTCSP0000,Connecticut State Police,State Police,CT
CTDI00200,Mashantucket Pequot Tribal,Tribal,CT
CTDI00300,Mohegan Tribal,Tribal,CT
CTFBINH00,Federal Bureau of Investigation,Federal,CT
DCFBIWF00,Federal Bureau of Investigation,Federal,FS
DCMC01000,U.S. Marine Corps Law Enforcement,Federal,FS
DCMPD0000,Washington,City,DC
DCMTP0000,Metro Transit Police,Other,DC
DCUSA0100,United States Army,Federal,FS
DCUSN0000,U.S. Navy Law Enforcement,Federal,FS
DE0010100,Dover,City,DE
DE0010200,Harrington,City,DE
DE0010300,Smyrna,City,DE
DE0010400,Camden,City,DE
DE0010700,Felton,City,DE
DE0011800,State Capitol Police,Other State Agency,DE
DE0012000,State Fire Marshal,Other State Agency,DE
DE0012200,Fish and Wildlife,Other State Agency,DE
DE0012300,Park Rangers,Other State Agency,DE
DE0012600,Cheswold,City,DE
DE0013100,Wyoming,City,DE
DE0013200,Delaware State University,University or College,DE
DE0020100,River and Bay Authority,Other State Agency,DE
DE0020300,New Castle County Police Department,County,DE
DE0020400,New Castle,City,DE
DE0020500,Newark,City,DE
DE0020600,Wilmington,City,DE
DE0020700,Elsmere,City,DE
DE0020800,Newport,City,DE
DE0020900,Delaware City,City,DE
DE0021700,University of Delaware,University or College,DE
DE0030100,Bridgeville,City,DE
DE0030200,Delmar,City,DE
DE0030300,Laurel,City,DE
DE0030500,Milford,City,DE
DE0030600,Milton,City,DE
DE0030700,Rehoboth Beach,City,DE
DE0030800,Seaford,City,DE
DE0031000,Bethany Beach,City,DE
DE0031300,Georgetown,City,DE
DE0031400,Greenwood,City,DE
DE0031500,Millsboro,City,DE
DE0031600,Selbyville,City,DE
DE0032400,Dewey Beach,City,DE
DE301SP00,State Police:,State Police,DE
DE302SP00,State Police:,State Police,DE
DE303SP00,State Police:,State Police,DE
FL0010000,Alachua,County,FL
FL0010100,Gainesville,City,FL
FL0010400,High Springs,City,FL
FL0010600,University of Florida,University or College,FL
FL0010800,Alachua,City,FL
FL0020000,Baker,County,FL
FL0030000,Bay,County,FL
FL0030100,Panama City,City,FL
FL0030600,Panama City Beach,City,FL
FL0040000,Bradford,County,FL
FL0050000,Brevard,County,FL
FL0050200,Cocoa,City,FL
FL0050300,Cocoa Beach,City,FL
FL0050500,Indialantic,City,FL
FL0050600,Indian Harbour Beach,City,FL
FL0050700,Melbourne,City,FL
FL0050900,Rockledge,City,FL
FL0051100,Titusville,City,FL
FL0051200,Palm Bay,City,FL
FL0051600,West Melbourne,City,FL
FL0060000,Broward,County,FL
FL0060100,Dania Beach,City,FL
FL0060200,Deerfield Beach,City,FL
FL0060300,Fort Lauderdale,City,FL
FL0060400,Hallandale Beach,City,FL
FL0060500,Hollywood,City,FL
FL0060600,Plantation,City,FL
FL0060700,Pompano Beach,City,FL
FL0060800,Pembroke Pines,City,FL
FL0060900,Wilton Manors,City,FL
FL0061000,Cooper City,City,FL
FL0061100,Coconut Creek,City,FL
FL0061200,Davie,City,FL
FL0061600,Lauderdale-by-the-Sea,City,FL
FL0061700,Lauderdale Lakes,City,FL
FL0061800,Lauderhill,City,FL
FL0062000,Lighthouse Point,City,FL
FL0062100,Margate,City,FL
FL0062200,Miramar,City,FL
FL0062300,North Lauderdale,City,FL
FL0062400,Oakland Park,City,FL
FL0062700,Sunrise,City,FL
FL0062800,Coral Springs,City,FL
FL0063000,Pembroke Park,City,FL
FL0063100,Tamarac,City,FL
FL0063200,Fort Lauderdale Airport,Other,FL
FL0063300,Parkland,City,FL
FL0063400,Seminole Tribal,Tribal,FL
FL006380X,Southwest Ranches,City,FL
FL006410X,West Park,City,FL
FL006880X,Weston,City,FL
FL006990X,Port Everglades,Other,FL
FL0080000,Charlotte,County,FL
FL0080200,Punta Gorda,City,FL
FL0090000,Citrus,County,FL
FL0090100,Crystal River,City,FL
FL0100000,Clay,County,FL
FL0100100,Green Cove Springs,City,FL
FL0100200,Orange Park,City,FL
FL0110000,Collier,County,FL
FL0110100,Naples,City,FL
FL0110300,Marco Island,City,FL
FL0120000,Columbia,County,FL
FL0120100,Lake City,City,FL
FL0130000,Miami-Dade,County,FL
FL0130100,Bal Harbour Village,City,FL
FL0130200,Coral Gables,City,FL
FL0130400,Hialeah,City,FL
FL0130500,Homestead,City,FL
FL0130600,Miami,City,FL
FL0130700,Miami Beach,City,FL
FL0130800,Miami Shores,City,FL
FL0130900,Miami Springs,City,FL
FL0131000,North Miami Beach,City,FL
FL0131100,Doral,City,FL
FL0131300,Surfside,City,FL
FL0131700,North Bay Village,City,FL
FL0131800,North Miami,City,FL
FL0131900,South Miami,City,FL
FL0132100,West Miami,City,FL
FL0132200,Bay Harbor Islands,City,FL
FL0132400,Golden Beach,City,FL
FL0132700,Medley,City,FL
FL0133700,Miami-Dade County Public Schools,Other,FL
FL0134300,Key Biscayne,City,FL
FL0135100,Sunny Isles Beach,City,FL
FL0139100,Aventura,City,FL
FL0139200,Village of Pinecrest,City,FL
FL0139700,Miami Gardens,City,FL
FL0140000,DeSoto,County,FL
FL0140100,Arcadia,City,FL
FL0160100,Atlantic Beach,City,FL
FL0160200,Jacksonville,City,FL
FL0160300,Jacksonville Beach,City,FL
FL0160600,University of North Florida,University or College,FL
FL0170000,Escambia,County,FL
FL0170100,Pensacola,City,FL
FL0170400,University of West Florida,University or College,FL
FL0179100,Pensacola State College,University or College,FL
FL0180000,Flagler,County,FL
FL0180100,Bunnell,City,FL
FL0180200,Flagler Beach,City,FL
FL0200100,Quincy,City,FL
FL0200200,Chattahoochee,City,FL
FL0220000,Glades,County,FL
FL0230100,Port St. Joe,City,FL
FL0240000,Hamilton,County,FL
FL0240100,Jasper,City,FL
FL0260000,Hendry,County,FL
FL0260100,Clewiston,City,FL
FL0270000,Hernando,County,FL
FL0270100,Brooksville,City,FL
FL0280000,Highlands,County,FL
FL0280100,Avon Park,City,FL
FL0290000,Hillsborough,County,FL
FL0290100,Plant City,City,FL
FL0290200,Tampa,City,FL
FL0290300,Temple Terrace,City,FL
FL0290600,Tampa International Airport,Other,FL
FL0290700,University of South Florida:,University or College,FL
FL0310000,Indian River,County,FL
FL0310200,Sebastian,City,FL
FL0310300,Vero Beach,City,FL
FL0320100,Marianna,City,FL
FL0320300,Graceville,City,FL
FL0350000,Lake,County,FL
FL0350100,Eustis,City,FL
FL0350200,Leesburg,City,FL
FL0350300,Clermont,City,FL
FL0350500,Groveland,City,FL
FL0350700,Mascotte,City,FL
FL0350800,Minneola,City,FL
FL0351000,Mount Dora,City,FL
FL0351200,Umatilla,City,FL
FL0351300,Lady Lake,City,FL
FL0360000,Lee,County,FL
FL0360100,Fort Myers,City,FL
FL0360200,Cape Coral,City,FL
FL0360300,Sanibel,City,FL
FL0360400,Lee County Port Authority,Other,FL
FL0360700,Florida Gulf Coast University,University or College,FL
FL0370000,Leon,County,FL
FL0370300,Tallahassee,City,FL
FL0370600,Florida State University:,University or College,FL
FL0370700,Florida A&M University,University or College,FL
FL0372200,Tallahassee Community College,University or College,FL
FL0380000,Levy,County,FL
FL0380200,Chiefland,City,FL
FL0380300,Inglis,City,FL
FL0380400,Williston,City,FL
FL0400000,Madison,County,FL
FL0410000,Manatee,County,FL
FL0410200,Bradenton,City,FL
FL0410500,Longboat Key,City,FL
FL0410600,Palmetto,City,FL
FL0420000,Marion,County,FL
FL0420100,Ocala,City,FL
FL0430000,Martin,County,FL
FL0430100,Stuart,City,FL
FL0440000,Monroe,County,FL
FL0440100,Key West,City,FL
FL0450000,Nassau,County,FL
FL0450100,Fernandina Beach,City,FL
FL0460000,Okaloosa,County,FL
FL0460200,Fort Walton Beach,City,FL
FL0470000,Okeechobee,County,FL
FL0470100,Okeechobee,City,FL
FL0480000,Orange,County,FL
